,Roseburia intestinalis,Phocaeicola vulgatus,Bacteroides uniformis,[Ruminococcus] gnavus,Escherichia coli,Enterocloster clostridioformis,Parabacteroides distasonis,Flavonifractor plautii,Bifidobacterium pseudocatenulatum,Erysipelatoclostridium ramosum,Veillonella atypica,[Clostridium] innocuum,Hungatella hathewayi,Veillonella dispar,Haemophilus sp. HMSC71H05,Veillonella infantium,Bifidobacterium bifidum,Bifidobacterium longum,Haemophilus parainfluenzae,Veillonella parvula,Gordonibacter pamelaeae,Intestinibacter bartlettii,Clostridium neonatale,Bifidobacterium breve,Veillonella sp. T11011-6,Anaerotruncus colihominis,Streptococcus thermophilus,Bifidobacterium dentium,Enterococcus faecium,Tyzzerella nexilis,Megasphaera micronuciformis,Campylobacter concisus,Phocaeicola dorei,Bacteroides faecis,Bifidobacterium adolescentis,Dorea formicigenerans,Coprococcus comes,Collinsella aerofaciens,Parabacteroides merdae,Faecalitalea cylindroides,Bacteroides ovatus,[Ruminococcus] torques,Lacticaseibacillus rhamnosus,Phascolarctobacterium faecium,Bacteroides salyersiae,Blautia wexlerae,Bacteroides caccae,Alistipes putredinis,[Eubacterium] rectale,Eggerthella lenta,Bacteroides fragilis,Eubacterium limosum,Alistipes finegoldii,Enterocloster bolteae,Veillonella rogosae,Streptococcus mitis,Clostridium bolteae CAG:59,Faecalibacterium prausnitzii,Prevotella bivia,Holdemania filiformis,Aeriscardovia aeriphila,Barnesiella intestinihominis,Roseburia faecis,Anaerostipes hadrus,Fusicatenibacter saccharivorans,Roseburia hominis,Ruminococcus bromii,Roseburia inulinivorans,Ruthenibacterium lactatiformans,Bilophila wadsworthia,Coprobacillus cateniformis,Enterocloster asparagiformis,Butyricimonas synergistica,Parabacteroides goldsteinii,Alistipes shahii,Butyricimonas virosa,Victivallis vadensis,Clostridium paraputrificum,Enterocloster lavalensis,Klebsiella michiganensis,Christensenella minuta,Collinsella intestinalis,Streptococcus parasanguinis,Lachnospira pectinoschiza,Eubacterium sp. CAG:180,Eubacterium sp. CAG:38,Dorea longicatena,Lachnospira eligens,Bacteroides galacturonicus,[Clostridium] symbiosum,Gemmiger formicilis,Coprobacter secundus,Blautia obeum,Lactobacillus rogosae,Adlercreutzia equolifaciens,Streptococcus lutetiensis,Enterococcus gallinarum,Enterococcus casseliflavus,Varibaculum cambriense,Citrobacter freundii,Atlantibacter hermannii,Prevotella copri,Prevotella buccae,Acinetobacter pittii,Roseburia sp. CAG:182,Klebsiella oxytoca,Actinomyces sp. ICM47,Blautia hansenii,Bacteroides xylanisolvens,Bacteroides thetaiotaomicron,Dialister invisus,Bacteroides stercoris,Enterocloster aldenensis,Anaerobutyricum hallii,Enterococcus faecalis,Klebsiella pneumoniae,Klebsiella variicola,Klebsiella quasipneumoniae,Gemella haemolysans,Citrobacter youngae,Streptococcus sp. SK643,Paraclostridium bifermentans,Proteobacteria bacterium CAG:139,Anaeroglobus geminatus,Limosilactobacillus mucosae,Turicimonas muris,Parasutterella excrementihominis,Schaalia turicensis,Actinomyces urogenitalis,Streptococcus salivarius,Ligilactobacillus ruminis,Staphylococcus epidermidis,Staphylococcus hominis,Peptostreptococcus anaerobius,Enorma massiliensis,Fusobacterium nucleatum,Slackia isoflavoniconvertens,Megasphaera elsdenii,Bacteroides faecis CAG:32,Phocaeicola plebeius,Lactobacillus paragasseri,Clostridium perfringens,Haemophilus haemolyticus,Blautia sp. CAG:257,Sellimonas intestinalis,Anaerostipes caccae,Bacteroides cellulosilyticus,Clostridium sp. D5,Clostridioides difficile,Gemella sanguinis,Schaalia odontolytica,Actinomyces naeslundii,[Ruminococcus] lactaris,Akkermansia muciniphila,Alistipes inops,Ruminococcus bicirculans,Odoribacter splanchnicus,Firmicutes bacterium CAG:83,Alistipes indistinctus,Firmicutes bacterium CAG:110,Bifidobacterium animalis,Intestinimonas butyriciproducens,Clostridium sp. CAG:58,Agathobaculum butyriciproducens,Enterocloster citroniae,[Eubacterium] siraeum,Bacteroides finegoldii,Coprococcus catus,Eubacterium ramulus,Ruminococcus callidus,Turicibacter sanguinis,Lawsonibacter asaccharolyticus,Holdemanella biformis,Ruminococcus obeum CAG:39,Eisenbergiella massiliensis,Veillonella tobetsuensis,Blautia producta,Firmicutes bacterium CAG:424,Butyricicoccus pullicaecorum,Firmicutes bacterium CAG:646,[Clostridium] spiroforme,Massilimicrobiota timonensis,Blautia coccoides,Streptococcus sp. A12,Clostridium butyricum,Enterococcus avium,Leuconostoc gelidum,Proteus mirabilis,Actinomyces sp. HPA0247,Haemophilus parahaemolyticus,Lachnoclostridium sp. An118,Eubacterium ventriosum,Roseburia sp. CAG:309,Lactobacillus acidophilus,[Clostridium] leptum,Oscillibacter sp. 57_20,Firmicutes bacterium CAG:145,Lactococcus lactis,Roseburia sp. CAG:471,Pseudoflavonifractor sp. An184,Streptococcus infantis,Eubacterium sp. CAG:274,Lachnospiraceae bacterium oral taxon 096,Streptococcus oralis,Citrobacter braakii,Prevotella corporis,Lactococcus raffinolactis,Citrobacter koseri,Haemophilus sputorum,Citrobacter farmeri,Prevotella disiens,Selenomonas artemidis,Eisenbergiella tayi,Actinomyces sp. HMSC035G02,Actinomyces oris,Selenomonas noxia,[Clostridium] scindens,Bacteroides sp. CAG:443,Bacteroides clarus,Dorea sp. CAG:317,Fusobacterium mortiferum,Streptococcus pasteurianus,Clostridium sp. CAG:167,Murimonas intestini,Hungatella effluvii,Dielma fastidiosa,Streptococcus australis,Anaeromassilibacillus sp. An250,Bifidobacterium catenulatum,Eubacterium sp. CAG:251,Prevotella sp. CAG:891,Desulfovibrio piger,Megamonas funiformis,Megamonas funiformis CAG:377,Firmicutes bacterium CAG:94,Megamonas hypermegale,Desulfovibrionaceae bacterium,Ruminococcaceae bacterium D16,Adlercreutzia caecimuris,Coprococcus eutactus,Eubacterium sp. OM08-24,Clostridium sp. CAG:299,Clostridium sp. CAG:242,Lacrimispora saccharolytica,Leuconostoc mesenteroides,Lachnoclostridium sp. An131,Streptococcus sanguinis,Corynebacterium argentoratense,Aggregatibacter aphrophilus,Lachnoclostridium sp. An138,Alistipes onderdonkii,Coprobacter fastidiosus,Enterococcus malodoratus,Terrisporobacter othiniensis,Bifidobacterium pseudolongum,Lachnoclostridium sp. An76,Allisonella histaminiformans,Clostridiales bacterium 1_7_47FAA,[Clostridium] methylpentosum,Oscillibacter sp. CAG:241,Propionibacterium freudenreichii,Denitrobacterium detoxificans,Streptococcus sp. F0442,Raoultella planticola,Actinomyces graevenitzii,Clostridium disporicum,Phocaeicola massiliensis,Phascolarctobacterium succinatutens,Blautia hydrogenotrophica,Sanguibacteroides justesenii,Atopobium minutum,Parvimonas sp. KA00067,Prevotella buccalis,Campylobacter hominis,Porphyromonas sp. HMSC065F10,Gemella morbillorum,Ezakiella coagulans,Monoglobus pectinilyticus,Streptococcus salivarius CAG:79,Campylobacter gracilis,Bacteroides eggerthii,Hungatella xylanolytica,Haemophilus paraphrohaemolyticus,Fusobacterium sp. CAG:439,Dialister pneumosintes,Haemophilus pittmaniae,Christensenella hongkongensis,Clostridiales bacterium CHKCI006,Lachnoclostridium sp. An181,Streptococcus vestibularis,Roseburia sp. CAG:303,Rothia dentocariosa,Sarcina ventriculi,Pediococcus acidilactici,Ligilactobacillus agilis,Limosilactobacillus fermentum,Anaerotignum lactatifermentans,Streptococcus peroris,Desulfovibrio fairfieldensis,Campylobacter showae,Robinsoniella sp. RHS,Actinomyces sp. oral taxon 181,Fusobacterium periodonticum,Faecalicatena orotica,Anaerotruncus sp. CAG:528,Citrobacter pasteurii,Solobacterium moorei,Campylobacter upsaliensis,Bacteroides nordii,Lactonifactor longoviformis,Acidaminococcus intestini,Tractidigestivibacter scatoligenes,Ligilactobacillus saerimneri,Morganella morganii,Limosilactobacillus oris,Peptostreptococcus stomatis,Proteus vulgaris,Paraprevotella xylaniphila,Leuconostoc pseudomesenteroides,Prevotella colorans,Bifidobacterium angulatum,Enterococcus durans,Paraprevotella clara,Escherichia marmotae,Streptococcus mutans,Firmicutes bacterium CAG:95,Lactobacillus delbrueckii,Prevotella sp. CAG:279,disease
PRJNA231909.3108332,0,4.22746,2.65215,0.96552,0,0.66358,0.612,0.99391,0.70514,0.37995,0,0.03392,0.00507,0,0.0072,0,1.76966,1.95406,0.07515,0.00456,0.00141,0.00558,0,0.46279,0,0.01008,0.05912,0,0,0.00233,0,0,8.7527,0,6.41562,0,0,3.19556,0,0,0.39439,0,0,0,0.95095,17.83015,1.70105,1.23478,0,0,1.20191,0,0.02063,0.05011,0,0,0,2.3932,0,0,0,0,7.3636,3.75581,0,0.01059,13.08361,5.98696,0.06937,0,0,0,0,0,0.09161,0,0,0,0,0,0,0.00628,0,0.34356,0,0.02755,0.47427,3.29939,0.01918,0.34348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39772,0,0.00174,0,0,1.03552,0.07081,0,0,0.09063,0,0,0,0,0.00369,0,0,0,0,0,0,0,0,0,0,0.14292,0,0,0,0,0.00076,0,0,0,0,0,0,0,0,0.28964,0.54528,0,0,0,0,0,0,0,0,0,0,0.52452,0,0,0,0,0,0,0,0.71575,0,0,0,0,0,0.00054,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0.00304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11983,0,0,0,0.00546,0.48759,0.82808,0.04134,0,0,0.00313,0,0.01698,0.00602,0.00489,0.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3114542,0.001,64.09138,7.29947,7.09235,1.92212,0,0.00644,0.00973,0.00186,0,0.53657,0,0,0.17226,0,0.05138,0.01624,0.00721,0.11033,2.73418,0,0,1.47066,0,0.00544,0,0,0,0,0,0.42371,0,0.01354,0,0,0,0,0,0,0,0.00621,0,0,0,0,0.00401,0,0.00094,0.0034,0,0.00355,0,0,0,0,0.00295,0,0.0134,0.00969,0,0,0,0.00141,0.16049,0,0,0,0,0,0.00356,0,0,0,0,0,0,0,0,0,0.00562,0,0,0.00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688,0,0,0,0.01706,0.00671,0,0.00261,13.51652,0,0.00236,0,0,0,0,0,0,0.00117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207,0.00359,0,0,0,0.00375,0,0,0,0,0,0,0,0,0,0,0,0.10881,0,0,0,0,0,0,0,0,0,0,0,0.12764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3114545,6.73701,28.03766,8.42169,0.2635,0.18422,0,5.33277,1.01779,0,2.05142,0.01505,0.11873,0,0.02277,0,0.00582,0.02003,0.0103,0,0.00463,0,0.0189,0,0,0,0,0,0,0,0,0,0,0.00912,0,0,0,0,0,0,0,9.49845,0,0,0,0,0.66372,0,0,0.0052,0,0,0,0,0,0,0,0,2.7842,0,0,0,0,0,0.00525,0,0,0,0,0.09965,0.02027,0,0,0,0,0,0,0,0.04019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0,0,0,0.00619,0,0,0,25.01144,0,0,0.126,0,0,0,0,0,0,0,0,0,3.00617,0,0,0.03045,0.20141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02869,0,0,0,0,0.00116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3101436,0,34.8918,0.00023,4.65252,2.27722,1.37042,3.47334,0,0.00129,0.40806,3.53543,0,0.69771,0.22333,0.01902,0.14465,14.64111,7.67175,0.00798,1.18008,0.03965,0.31408,0.61377,4.18746,0.00753,0,0,0,0,0,0.68273,0,0.00184,0,8.47383,0,0,0,0,0,0.00328,0,0,0,0,0,0,0,0,0.34359,9.11185,0,0,0,0,0.0128,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0.12088,0,0,0,0,0,0,0,0.0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68341,0.1044,0.02821,0.02407,0.01511,0.00136,0.00092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3101439,15.53454,29.2997,0.0049,0.25977,1.07595,2.44897,9.33377,0.54559,0,0.2108,0.7016,0.26995,0.54994,0.07223,0,0.02657,1.99054,3.91589,0.05464,0.0268,0,0.07916,0.56067,0.51693,0,0.15963,0.04953,0.00468,0,0,0,0,0.00671,0,6.5564,0,0,0,0,0,0,0,0,0,0,3.20672,0,0,0,0.03706,6.38407,0,0,0,0,0,0,7.82797,0,0,0.00221,0,0,0,0,0,0,0,0,0.11326,0.00067,0,0,0,0,0,0,0.01742,0,0.19947,0,0,0,0,0,5.96138,0,0,0,0,0,0,0,0,0,0.24259,0.01039,0,0,0,0,0.00268,0.17628,0.03142,0.01959,0.01351,0.0071,0.00384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3107649,8.99864,43.44201,0.00189,1.00056,0.47958,0.06879,8.58638,1.25565,0,0.1769,0.8287,0.16282,0.29642,0.1586,0.03118,0.04969,2.27864,1.90132,0.07106,0.04663,0.00603,0.04505,0,0.13383,0.00495,0.05563,0.13174,0,0,0,0,0,0.01142,0,2.41956,0,0,0,0,0,0.001,0,0,0,0,7.62628,0,0,0.00105,0.06317,6.10984,0,0,0,0.02053,0.01017,0,7.74519,0,0.55757,0,0,0.18368,2.8467,0,0,0,0,0.05691,0.12774,0,0,0,0,0,0,0,0,0,0,0,0,0.00057,0,0,0.94742,0,0,0,0.64493,0,0,0,0,0,0,0,0,0,0,0,0.00844,0,0,0,0,0,0.01967,0,0,0,0,0.1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02789,0,0,0.00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3107651,6.62772,30.59569,0.00845,1.84321,0.03463,0.16891,7.17172,0.37675,0,0.3379,0.10362,0.14246,0.18797,0.01892,0,0.00779,0.88833,6.36821,0.05128,0,0.00639,0.0399,0.01959,0.4631,0,0,0.02355,0.00417,0,0,0,0,0.00835,0,9.28721,0,0,0,0,0,0.00089,0,0,0,0,5.36005,0,0,0,0.08541,2.78201,0,0,0.00936,0,0.01644,0,10.95718,0,0.18118,0,0,3.27215,5.46068,0,0,0,0,0.10755,0.07018,0,0,0,0,0,0,0,0,0,0,0,0,0.00484,0,0,2.42516,0,0,0,0.16586,0,0,0,0,0,0,0,0,0,0,0,0.00227,0,0,0,0,0,0.00542,0,0,0,0,0.01646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03103,0,0,0,0,0.02468,0,0.01067,0.00198,2.43537,0.08012,0,0,0,0,0,0,0.01565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89403,0,0,0,0.31447,0.03408,0.02045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113065,0,7.9537,0.0147,0.69476,0.00237,0.03895,3.87084,1.23445,1.04733,0.01244,0,0.03964,0.17545,0.00848,0,0,0.02741,2.2559,0,0,0.03664,0.02648,0,0.08911,0,0.22322,0,0,0,0,0,0,0.0084,0,0,0.37958,0,0,0,0,27.14642,0,0,0,0,4.45298,0,0,0.00272,0.15035,7.74973,0,0.43263,0.10149,0,0,0,8.98267,0,0.02736,0,0,0,2.41124,2.89199,0,4.35748,0,0.19872,0.08569,0.30727,0,0.14337,1.2083,0,0.04258,0,0,0.0316,0,0.02635,0,0.01288,0,0,0,1.76564,0,0,0.38212,0,0,0,0,0.06184,0,0,0,0,0,0,0.00761,0,0,0,0,0,0,0.00128,3.50438,0.08117,0,0.00547,0.06763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03576,0.24279,0,5.77386,0,0,0,0,0,0,1.45946,0,0,0,0,0.34447,0,0,0.24503,0,0,0.002,1.54997,0,0,0,0,0,0,0,0,0.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2883,0,0,0.29645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113068,0,17.06537,0.00603,1.53742,0.03657,1.10648,6.97643,1.18968,0,0.28668,0.01529,0.17539,0.24181,0.0631,0.00703,0.02297,5.59229,3.83078,0.00447,0.11813,0.00733,0,0,0.81676,0,0.00098,0.12325,0.00068,0,0,0.24396,0,0.00583,0,2.3052,0,0,0,0,0,20.40609,0,0,0,0,6.47396,0,0,0,0.06852,2.46389,0,0,0.10256,0.01025,0,0,14.58329,0,0.2678,0,0,0.16216,2.90673,0.08837,0,2.05309,0,0.18093,0.04846,0.01891,0,0,0,0,0,0,0,0,0,0,0,0.00787,0,0,0,0,0,0,1.27802,0,0,0,0,0.15526,0.06402,0,0,0,0,0,0.00353,0,0,0,0,0,0,0.00222,2.97915,0.30283,0,0.10334,0.03405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12039,0,0,0,0,0.19925,0,0,0,0,0.00131,0,0,0,0,0,0,0,0,0,0,0.07958,0,0,0,0,0,0,0,0,0,0.57658,0.01102,0,0,0,0,0.01646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652,0,0,0,0,0,0,2.36595,0,0,0,0.0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3113996,0,31.06603,0.00985,1.75842,0,0.47279,7.52185,0.76605,0,0.45396,0.02081,0.11825,0.25326,0.03483,0,0.01112,0.02502,1.16618,0.15843,0.14298,0.02087,0.02432,0,0.0762,0,0,0,0,0,0.00068,0,0,0.00752,0,0.77812,0,0,0,0,0,26.02434,0,0,0,0,3.89055,0,0,0,0.17481,4.85093,0,0,0.07828,0.00999,0,0,7.79202,0,0.31095,0,0,0.95283,2.78653,0,0,0,0,0.15764,0.09383,0.07411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67428,0,0,0,0,0,0,0,0,0,0,0,0.00446,0,0,0,0.28733,0,0,0.00141,6.57267,0,0,0.09782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
PRJNA231909.3101335,0,0.00768,15.56741,0,0.90887,0,3.35175,0.08872,10.06574,0.47335,0.102,0,0,0.04531,0,0.03358,13.11067,3.4008,0.02775,0.00227,0.00147,0,0,13.76144,0.00299,0,0,0,0,0,0,0,9.21332,14.5549,3.6193,2.14986,1.91485,1.69205,1.31772,1.23186,0.5504,0.53176,0.48452,0.47708,0.4476,0.33335,0.17655,0.13082,0.0667,0.03284,0.02699,0.01961,0.01774,0.01187,0.00584,0.00543,0.00538,0.00455,0.00396,0.00279,0.00227,0.00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T1D
